itag	go
Solyc00g023470.1.1	GO:0005618
Solyc00g023600.1.1	GO:0005739
Solyc00g024020.1.1	GO:0003824
Solyc00g024030.1.1	GO:0005737
Solyc00g024040.1.1	GO:0009058
Solyc00g024050.1.1	GO:0008152
Solyc00g024150.2.1	GO:0009058
Solyc00g024570.1.1	GO:0005515
Solyc00g024670.1.1	GO:0016020
Solyc00g024680.1.1	GO:0003700
Solyc00g024690.1.1	GO:0003700
Solyc00g025290.1.1	GO:0005739
Solyc00g025500.1.1	GO:0003700
Solyc00g025510.1.1	GO:0003824
Solyc00g025530.1.1	GO:0005488
Solyc00g025540.1.1	GO:0006350
Solyc00g025650.1.1	GO:0003676
Solyc00g026160.2.1	GO:0016020
Solyc00g026860.1.1	GO:0005737
Solyc00g026870.1.1	GO:0000166
Solyc00g026880.1.1	GO:0005840
Solyc00g027120.1.1	GO:0005488
Solyc00g027130.1.1	GO:0005634
Solyc00g027650.1.1	GO:0005737
Solyc00g027660.1.1	GO:0004871
Solyc00g027670.1.1	GO:0004871
Solyc00g027770.2.1	GO:0005618
Solyc00g027970.1.1	GO:0019538
Solyc00g027980.1.1	GO:0016787
Solyc00g027990.1.1	GO:0009653
Solyc00g028540.1.1	GO:0003824
Solyc00g028550.1.1	GO:0003700
Solyc00g028560.1.1	GO:0008152
Solyc00g028960.1.1	GO:0019725
Solyc00g029080.1.1	GO:0003677
Solyc00g029190.2.1	GO:0016740
Solyc00g029290.1.1	GO:0003677
Solyc00g029800.1.1	GO:0006810
Solyc00g030000.1.1	GO:0016020
Solyc00g030210.1.1	GO:0016020
Solyc00g030510.2.1	GO:0016787
Solyc00g031030.1.1	GO:0003824
Solyc00g031040.1.1	GO:0005488
Solyc00g031050.1.1	GO:0016020
Solyc00g031360.1.1	GO:0003824
Solyc00g031370.1.1	GO:0006350
Solyc00g031700.1.1	GO:0008152
Solyc00g031720.1.1	GO:0009987
Solyc00g031730.1.1	GO:0006810
Solyc00g032030.1.1	GO:0005634
Solyc00g032940.1.1	GO:0019538
Solyc00g033460.2.1	GO:0016740
Solyc00g033860.1.1	GO:0016740
Solyc00g033990.1.1	GO:0016740
Solyc00g034000.1.1	GO:0016020
Solyc00g034810.1.1	GO:0005488
Solyc00g036320.1.1	GO:0003700
Solyc00g036540.1.1	GO:0005198
Solyc00g036760.1.1	GO:0016787
Solyc00g039990.2.1	GO:0016740
Solyc00g040290.1.1	GO:0016740
Solyc00g040390.1.1	GO:0016740
Solyc00g041090.1.1	GO:0005623
Solyc00g041190.1.1	GO:0005737
Solyc00g041210.1.1	GO:0005488
Solyc00g041220.1.1	GO:0005737
Solyc00g042120.1.1	GO:0004871
Solyc00g042130.1.1	GO:0016020
Solyc00g042140.1.1	GO:0016020
Solyc00g042840.1.1	GO:0005515
Solyc00g042850.1.1	GO:0016787
Solyc00g044350.2.1	GO:0005623
Solyc00g044750.1.1	GO:0003676
Solyc00g047200.1.1	GO:0016049
Solyc00g049210.1.1	GO:0016043
Solyc00g049920.1.1	GO:0009058
Solyc00g050020.1.1	GO:0003723
Solyc00g050030.1.1	GO:0005737
Solyc00g050130.1.1	GO:0016740
Solyc00g050430.2.1	GO:0003700
Solyc00g052430.2.1	GO:0005739
Solyc00g052940.2.1	GO:0016020
Solyc00g053440.2.1	GO:0004872
Solyc00g053740.1.1	GO:0003700
Solyc00g055950.1.1	GO:0005737
Solyc00g055960.1.1	GO:0007165
Solyc00g056680.1.1	GO:0016787
Solyc00g057280.1.1	GO:0003677
Solyc00g058480.1.1	GO:0005634
Solyc00g058490.1.1	GO:0019538
Solyc00g058900.1.1	GO:0016787
Solyc00g059100.2.1	GO:0000166
Solyc00g059500.1.1	GO:0016740
Solyc00g060700.1.1	GO:0003824
Solyc00g060710.1.1	GO:0003824
Solyc00g060810.2.1	GO:0009607
Solyc00g063110.2.1	GO:0006810
Solyc00g065630.1.1	GO:0006139
Solyc00g065930.1.1	GO:0003824
Solyc00g066150.1.1	GO:0005488
Solyc00g066350.1.1	GO:0016787
Solyc00g068970.2.1	GO:0003824
Solyc00g071180.2.1	GO:0008150
Solyc00g071590.1.1	GO:0008150
Solyc00g071600.1.1	GO:0007165
Solyc00g072100.2.1	GO:0005488
Solyc00g072400.2.1	GO:0006950
Solyc00g074210.1.1	GO:0016020
Solyc00g074810.1.1	GO:0008150
Solyc00g074820.1.1	GO:0004872
Solyc00g074830.1.1	GO:0009058
Solyc00g075030.2.1	GO:0003676
Solyc00g075040.1.1	GO:0003677
Solyc00g080750.2.1	GO:0005886
Solyc00g082150.2.1	GO:0009536
Solyc00g084770.1.1	GO:0003676
Solyc00g084870.2.1	GO:0009791
Solyc00g085070.2.1	GO:0003824
Solyc00g088080.1.1	GO:0006139
Solyc00g088190.1.1	GO:0003824
Solyc00g088210.1.1	GO:0006810
Solyc00g090110.1.1	GO:0016787
Solyc00g090130.1.1	GO:0005737
Solyc00g090630.1.1	GO:0016020
Solyc00g090640.1.1	GO:0016020
Solyc00g090650.1.1	GO:0016020
Solyc00g090860.1.1	GO:0006810
Solyc00g090870.2.1	GO:0016740
Solyc00g093100.1.1	GO:0009607
Solyc00g093300.1.1	GO:0005488
Solyc00g094020.1.1	GO:0006259
Solyc00g094520.1.1	GO:0005739
Solyc00g094530.1.1	GO:0006091
Solyc00g095450.1.1	GO:0005515
Solyc00g095460.1.1	GO:0005488
Solyc00g095760.1.1	GO:0005488
Solyc00g095860.1.1	GO:0005488
Solyc00g096060.1.1	GO:0030246
Solyc00g098560.2.1	GO:0006629
Solyc00g099580.1.1	GO:0016740
Solyc00g100880.2.1	GO:0008152
Solyc00g101700.1.1	GO:0016301
Solyc00g102400.2.1	GO:0008219
Solyc00g104200.1.1	GO:0000166
Solyc00g104630.1.1	GO:0016301
Solyc00g104730.1.1	GO:0016787
Solyc00g104740.1.1	GO:0003677
Solyc00g104940.1.1	GO:0008219
Solyc00g105340.1.1	GO:0005488
Solyc00g105750.1.1	GO:0005488
Solyc00g106650.1.1	GO:0003700
Solyc00g107050.1.1	GO:0003700
Solyc00g110070.1.1	GO:0003676
Solyc00g110370.1.1	GO:0003677
Solyc00g110870.2.1	GO:0006464
Solyc00g112190.2.1	GO:0016740
Solyc00g112180.1.1	GO:0016740
Solyc00g112490.1.1	GO:0005488
Solyc00g112500.1.1	GO:0005488
Solyc00g112600.1.1	GO:0005215
Solyc00g112810.1.1	GO:0005886
Solyc00g112830.1.1	GO:0008152
Solyc00g112930.2.1	GO:0016787
Solyc00g114550.1.1	GO:0009536
Solyc00g117650.1.1	GO:0030234
Solyc00g118690.1.1	GO:0016020
Solyc00g120820.1.1	GO:0006810
Solyc00g120830.1.1	GO:0004518
Solyc00g120930.1.1	GO:0005773
Solyc00g121730.1.1	GO:0006259
Solyc00g122530.1.1	GO:0006810
Solyc00g124840.1.1	GO:0005575
Solyc00g124850.1.1	GO:0000003
Solyc00g124860.1.1	GO:0000166
Solyc00g125260.1.1	GO:0008152
Solyc00g125270.1.1	GO:0016787
Solyc00g125580.1.1	GO:0019538
Solyc00g125980.1.1	GO:0016020
Solyc00g125990.1.1	GO:0006091
Solyc00g126000.1.1	GO:0016020
Solyc00g126010.1.1	GO:0003824
Solyc00g126430.1.1	GO:0016740
Solyc00g127540.1.1	GO:0016020
Solyc00g127550.1.1	GO:0005737
Solyc00g127560.1.1	GO:0005737
Solyc00g127670.1.1	GO:0016020
Solyc00g127870.2.1	GO:0016740
Solyc00g128870.2.1	GO:0005829
Solyc00g130180.1.1	GO:0003824
Solyc00g130190.1.1	GO:0016740
Solyc00g130290.1.1	GO:0006810
Solyc00g130690.1.1	GO:0016020
Solyc00g130800.1.1	GO:0016787
Solyc00g130810.1.1	GO:0005515
Solyc00g131710.1.1	GO:0005622
Solyc00g134820.1.1	GO:0016020
Solyc00g134830.1.1	GO:0016301
Solyc00g134840.1.1	GO:0006810
Solyc00g135040.1.1	GO:0003700
Solyc00g135050.1.1	GO:0006350
Solyc00g135060.1.1	GO:0003824
Solyc00g135260.1.1	GO:0016740
Solyc00g136260.1.1	GO:0003824
Solyc00g136560.2.1	GO:0008152
Solyc00g138060.2.1	GO:0003824
Solyc00g140060.2.1	GO:0005840
Solyc00g141360.1.1	GO:0000166
Solyc00g142160.1.1	GO:0005739
Solyc00g145170.1.1	GO:0030234
Solyc00g147570.2.1	GO:0009987
Solyc00g147770.1.1	GO:0005623
Solyc00g149970.2.1	GO:0016020
Solyc00g153680.1.1	GO:0016301
Solyc00g154480.1.1	GO:0016020
Solyc00g154980.1.1	GO:0003700
Solyc00g156980.2.1	GO:0008152
Solyc00g157080.1.1	GO:0005829
Solyc00g157180.2.1	GO:0003676
Solyc00g163580.1.1	GO:0016740
Solyc00g164680.1.1	GO:0006139
Solyc00g166490.1.1	GO:0019538
Solyc00g167290.1.1	GO:0004518
Solyc00g170510.1.1	GO:0016020
Solyc00g171810.2.1	GO:0006810
Solyc00g173430.1.1	GO:0009908
Solyc00g174330.2.1	GO:0005576
Solyc00g174340.1.1	GO:0005576
Solyc00g175240.1.1	GO:0019538
Solyc00g178340.1.1	GO:0006519
Solyc00g179240.1.1	GO:0003700
Solyc00g180440.1.1	GO:0005840
Solyc00g183050.1.1	GO:0008289
Solyc00g184350.2.1	GO:0016020
Solyc00g185750.1.1	GO:0006464
Solyc00g185850.1.1	GO:0016043
Solyc00g187050.2.1	GO:0005773
Solyc00g196060.2.1	GO:0006350
Solyc00g201060.1.1	GO:0003824
Solyc00g201160.2.1	GO:0004872
Solyc00g202560.1.1	GO:0016787
Solyc00g203660.1.1	GO:0005488
Solyc00g206460.1.1	GO:0005618
Solyc00g207960.1.1	GO:0003677
Solyc00g209460.1.1	GO:0006629
Solyc00g209560.1.1	GO:0019538
Solyc00g212260.1.1	GO:0007165
Solyc00g217560.1.1	GO:0009653
Solyc00g217960.1.1	GO:0016020
Solyc00g222460.1.1	GO:0004518
Solyc00g226760.1.1	GO:0006950
Solyc00g227860.1.1	GO:0016740
Solyc00g227960.1.1	GO:0006950
Solyc00g230060.1.1	GO:0003676
Solyc00g230070.1.1	GO:0006091
Solyc00g230080.1.1	GO:0006091
Solyc00g231680.1.1	GO:0005576
Solyc00g231780.1.1	GO:0005488
Solyc00g233480.1.1	GO:0016787
Solyc00g244290.1.1	GO:0016020
Solyc00g245200.1.1	GO:0003674
Solyc00g247300.2.1	GO:0003824
Solyc00g249900.2.1	GO:0006810
Solyc00g249910.1.1	GO:0005886
Solyc00g254910.1.1	GO:0007165
Solyc00g255510.1.1	GO:0003677
Solyc00g257110.2.1	GO:0016787
Solyc00g265110.2.1	GO:0006139
Solyc00g266110.1.1	GO:0009719
Solyc00g268310.1.1	GO:0006810
Solyc00g269810.1.1	GO:0005515
Solyc00g270510.1.1	GO:0003677
Solyc00g272810.1.1	GO:0005886
Solyc00g277510.1.1	GO:0005488
Solyc00g278110.2.1	GO:0009058
Solyc00g280110.1.1	GO:0008150
Solyc00g281110.1.1	GO:0005739
Solyc00g282510.1.1	GO:0005737
Solyc00g283010.1.1	GO:0006810
Solyc00g286010.1.1	GO:0006259
Solyc00g286020.1.1	GO:0003677
Solyc00g286030.1.1	GO:0006259
Solyc00g287330.1.1	GO:0006810
Solyc00g289230.1.1	GO:0030246
Solyc00g294230.1.1	GO:0006950
Solyc00g300730.1.1	GO:0007275
Solyc00g304030.1.1	GO:0006810
Solyc00g306730.1.1	GO:0005488
Solyc00g306830.1.1	GO:0000166
Solyc00g316030.1.1	GO:0005488
Solyc00g316730.1.1	GO:0005488
Solyc00g318130.1.1	GO:0006350
Solyc00g318830.1.1	GO:0040029
Solyc00g322630.1.1	GO:0009719
Solyc00g323130.2.1	GO:0005515
Solyc00g324530.1.1	GO:0019538
Solyc01g005000.2.1	GO:0006519
Solyc01g005020.2.1	GO:0016020
Solyc01g005030.2.1	GO:0005618
Solyc01g005060.2.1	GO:0009628
Solyc01g005070.2.1	GO:0008289
Solyc01g005080.2.1	GO:0005515
Solyc01g005090.2.1	GO:0004518
Solyc01g005100.2.1	GO:0009536
Solyc01g005110.2.1	GO:0005737
Solyc01g005120.2.1	GO:0016740
Solyc01g005130.2.1	GO:0005488
Solyc01g005140.2.1	GO:0005737
Solyc01g005150.2.1	GO:0016020
Solyc01g005160.2.1	GO:0003824
Solyc01g005170.1.1	GO:0008289
Solyc01g005190.1.1	GO:0003700
Solyc01g005200.1.1	GO:0005488
Solyc01g005210.2.1	GO:0016740
Solyc01g005230.2.1	GO:0016740
Solyc01g005240.2.1	GO:0016301
Solyc01g005250.2.1	GO:0009058
Solyc01g005260.2.1	GO:0009058
Solyc01g005270.2.1	GO:0009058
Solyc01g005280.2.1	GO:0009058
Solyc01g005290.2.1	GO:0006810
Solyc01g005300.2.1	GO:0019538
Solyc01g005310.2.1	GO:0006810
Solyc01g005320.2.1	GO:0005623
Solyc01g005330.2.1	GO:0005515
Solyc01g005340.2.1	GO:0005737
Solyc01g005350.2.1	GO:0016740
Solyc01g005360.2.1	GO:0016740
Solyc01g005370.2.1	GO:0009653
Solyc01g005380.2.1	GO:0009536
Solyc01g005390.2.1	GO:0016787
Solyc01g005400.2.1	GO:0009719
Solyc01g005410.2.1	GO:0009719
Solyc01g005420.2.1	GO:0005515
Solyc01g005430.2.1	GO:0003676
Solyc01g005440.2.1	GO:0005515
Solyc01g005450.2.1	GO:0000003
Solyc01g005460.2.1	GO:0005856
Solyc01g005470.2.1	GO:0006950
Solyc01g005490.2.1	GO:0005737
Solyc01g005500.2.1	GO:0003824
Solyc01g005510.2.1	GO:0005488
Solyc01g005520.2.1	GO:0009536
Solyc01g005540.2.1	GO:0003676
Solyc01g005550.2.1	GO:0005623
Solyc01g005560.2.1	GO:0005737
Solyc01g005600.2.1	GO:0019725
Solyc01g005610.2.1	GO:0016787
Solyc01g005620.2.1	GO:0005215
Solyc01g005630.1.1	GO:0006350
Solyc01g005650.1.1	GO:0003824
Solyc01g005660.1.1	GO:0005634
Solyc01g005680.2.1	GO:0005829
Solyc01g005690.2.1	GO:0016020
Solyc01g005700.2.1	GO:0005488
Solyc01g005710.2.1	GO:0004872
Solyc01g005720.2.1	GO:0005515
Solyc01g005730.2.1	GO:0004872
Solyc01g005750.1.1	GO:0009058
Solyc01g005760.2.1	GO:0004872
Solyc01g005780.1.1	GO:0005515
Solyc01g005800.2.1	GO:0005515
Solyc01g005810.2.1	GO:0005840
Solyc01g005820.2.1	GO:0005730
Solyc01g005830.2.1	GO:0016787
Solyc01g005840.2.1	GO:0040007
Solyc01g005870.1.1	GO:0005515
Solyc01g005900.2.1	GO:0016740
Solyc01g005920.2.1	GO:0016020
Solyc01g005930.2.1	GO:0005515
Solyc01g005940.2.1	GO:0009058
Solyc01g005950.2.1	GO:0005737
Solyc01g005960.2.1	GO:0005730
Solyc01g005970.2.1	GO:0009536
Solyc01g005980.2.1	GO:0005773
Solyc01g005990.2.1	GO:0006810
Solyc01g006000.2.1	GO:0016740
Solyc01g006010.2.1	GO:0005488
Solyc01g006020.2.1	GO:0009536
Solyc01g006030.2.1	GO:0016043
Solyc01g006040.2.1	GO:0016043
Solyc01g006050.2.1	GO:0016020
Solyc01g006060.2.1	GO:0006950
Solyc01g006070.2.1	GO:0016020
Solyc01g006100.2.1	GO:0016043
Solyc01g006110.2.1	GO:0006950
Solyc01g006120.2.1	GO:0006464
Solyc01g006130.2.1	GO:0019538
Solyc01g006140.2.1	GO:0006259
Solyc01g006150.2.1	GO:0005215
Solyc01g006180.2.1	GO:0008219
Solyc01g006190.2.1	GO:0005515
Solyc01g006210.2.1	GO:0000003
Solyc01g006220.2.1	GO:0006464
Solyc01g006230.2.1	GO:0016787
Solyc01g006250.1.1	GO:0005515
Solyc01g006260.2.1	GO:0004518
Solyc01g006280.2.1	GO:0005488
Solyc01g006290.2.1	GO:0006950
Solyc01g006300.2.1	GO:0006950
Solyc01g006310.2.1	GO:0006950
Solyc01g006320.2.1	GO:0006950
Solyc01g006330.2.1	GO:0016020
Solyc01g006340.2.1	GO:0003676
Solyc01g006350.2.1	GO:0009058
Solyc01g006360.2.1	GO:0009058
Solyc01g006370.2.1	GO:0005737
Solyc01g006380.2.1	GO:0005622
Solyc01g006430.2.1	GO:0003824
Solyc01g006440.1.1	GO:0016020
Solyc01g006450.2.1	GO:0008152
Solyc01g006470.1.1	GO:0005515
Solyc01g006490.2.1	GO:0009536
Solyc01g006500.2.1	GO:0005730
Solyc01g006510.2.1	GO:0005488
Solyc01g006520.2.1	GO:0009875
Solyc01g006530.1.1	GO:0009875
Solyc01g006540.2.1	GO:0009058
Solyc01g006550.2.1	GO:0004872
Solyc01g006560.2.1	GO:0009058
Solyc01g006570.1.1	GO:0009058
Solyc01g006580.2.1	GO:0003824
Solyc01g006590.1.1	GO:0006464
Solyc01g006600.1.1	GO:0016020
Solyc01g006610.1.1	GO:0003824
Solyc01g006620.2.1	GO:0005783
Solyc01g006630.2.1	GO:0008152
Solyc01g006640.1.1	GO:0006950
Solyc01g006650.1.1	GO:0030528
Solyc01g006660.1.1	GO:0005623
Solyc01g006670.2.1	GO:0016740
Solyc01g006680.2.1	GO:0003700
Solyc01g006690.2.1	GO:0005515
Solyc01g006710.2.1	GO:0003723
Solyc01g006720.2.1	GO:0016787
Solyc01g006730.2.1	GO:0016301
Solyc01g006740.2.1	GO:0005737
Solyc01g006760.2.1	GO:0080167
Solyc01g006800.2.1	GO:0016020
Solyc01g006830.2.1	GO:0009536
Solyc01g006840.2.1	GO:0016301
Solyc01g006850.1.1	GO:0005488
Solyc01g006860.2.1	GO:0019538
Solyc01g006870.2.1	GO:0005739
Solyc01g006880.2.1	GO:0009908
Solyc01g006890.2.1	GO:0005739
Solyc01g006900.2.1	GO:0005737
Solyc01g006910.2.1	GO:0005515
Solyc01g006920.2.1	GO:0005739
Solyc01g006930.2.1	GO:0003700
Solyc01g006940.2.1	GO:0003723
Solyc01g006950.2.1	GO:0006810
Solyc01g006960.2.1	GO:0005488
Solyc01g006970.2.1	GO:0016787
Solyc01g006980.2.1	GO:0009058
Solyc01g006990.2.1	GO:0005515
Solyc01g007000.2.1	GO:0006950
Solyc01g007010.2.1	GO:0006950
Solyc01g007020.2.1	GO:0006950
Solyc01g007030.2.1	GO:0006950
Solyc01g007040.2.1	GO:0006950
Solyc01g007050.1.1	GO:0006464
Solyc01g007070.2.1	GO:0003700
Solyc01g007080.2.1	GO:0008150
Solyc01g007090.1.1	GO:0008150
Solyc01g007100.2.1	GO:0016740
Solyc01g007120.2.1	GO:0000166
Solyc01g007130.2.1	GO:0000166
Solyc01g007140.2.1	GO:0005488
Solyc01g007150.2.1	GO:0005515
Solyc01g007160.2.1	GO:0016043
Solyc01g007170.2.1	GO:0005783
Solyc01g007180.2.1	GO:0005856
Solyc01g007220.2.1	GO:0006950
Solyc01g007240.2.1	GO:0006950
Solyc01g007250.2.1	GO:0005634
Solyc01g007260.2.1	GO:0019538
Solyc01g007270.1.1	GO:0005829
Solyc01g007280.2.1	GO:0005198
Solyc01g007290.1.1	GO:0005488
Solyc01g007300.1.1	GO:0005488
Solyc01g007310.2.1	GO:0005488
Solyc01g007320.2.1	GO:0016020
Solyc01g007330.2.1	GO:0009058
Solyc01g007340.2.1	GO:0005737
Solyc01g007350.2.1	GO:0016020
Solyc01g007360.2.1	GO:0016020
Solyc01g007370.2.1	GO:0006810
Solyc01g007380.1.1	GO:0003674
Solyc01g007400.1.1	GO:0016020
Solyc01g007410.2.1	GO:0016020
Solyc01g007420.2.1	GO:0003674
Solyc01g007430.2.1	GO:0016043
Solyc01g007440.1.1	GO:0016020
Solyc01g007450.1.1	GO:0005840
Solyc01g007460.2.1	GO:0005840
Solyc01g007470.1.1	GO:0005840
Solyc01g007480.1.1	GO:0005198
Solyc01g007490.2.1	GO:0016787
Solyc01g007500.2.1	GO:0006810
Solyc01g007520.2.1	GO:0016020
Solyc01g007510.1.1	GO:0016020
Solyc01g007530.2.1	GO:0003824
Solyc01g007540.2.1	GO:0003824
Solyc01g007550.1.1	GO:0016740
Solyc01g007560.2.1	GO:0016740
Solyc01g007570.2.1	GO:0005840
Solyc01g007580.2.1	GO:0005840
Solyc01g007590.2.1	GO:0005198
Solyc01g007600.2.1	GO:0005840
Solyc01g007610.2.1	GO:0005198
Solyc01g007620.2.1	GO:0005198
Solyc01g007630.2.1	GO:0005198
Solyc01g007640.2.1	GO:0000166
Solyc01g007650.2.1	GO:0009536
Solyc01g007660.2.1	GO:0005488
Solyc01g007670.2.1	GO:0005198
Solyc01g007680.1.1	GO:0005739
Solyc01g007700.2.1	GO:0009536
Solyc01g007710.2.1	GO:0005488
Solyc01g007730.2.1	GO:0009536
Solyc01g007740.2.1	GO:0006950
Solyc01g007750.2.1	GO:0009536
Solyc01g007760.2.1	GO:0005654
Solyc01g007780.2.1	GO:0004872
Solyc01g007790.2.1	GO:0009536
Solyc01g007840.2.1	GO:0006950
Solyc01g007850.2.1	GO:0009536
Solyc01g007860.2.1	GO:0005622
Solyc01g007870.2.1	GO:0080167
Solyc01g007880.2.1	GO:0005515
Solyc01g007900.2.1	GO:0016020
Solyc01g007910.2.1	GO:0005488
Solyc01g007920.2.1	GO:0016020
Solyc01g007930.2.1	GO:0005622
Solyc01g007940.2.1	GO:0006950
Solyc01g007950.2.1	GO:0005623
Solyc01g007960.2.1	GO:0016301
Solyc01g007970.1.1	GO:0016301
Solyc01g007980.2.1	GO:0005886
Solyc01g007990.2.1	GO:0016301
Solyc01g008000.2.1	GO:0006464
Solyc01g008010.2.1	GO:0016787
Solyc01g008020.2.1	GO:0005215
Solyc01g008050.2.1	GO:0005739
Solyc01g008060.2.1	GO:0003676
Solyc01g008070.2.1	GO:0009536
Solyc01g008080.2.1	GO:0005488
Solyc01g008090.2.1	GO:0005488
Solyc01g008100.2.1	GO:0005773
Solyc01g008110.2.1	GO:0003824
Solyc01g008120.2.1	GO:0030528
Solyc01g008130.2.1	GO:0003674
Solyc01g008140.2.1	GO:0006464
Solyc01g008160.2.1	GO:0009536
Solyc01g008170.2.1	GO:0003676
Solyc01g008180.2.1	GO:0005886
Solyc01g008220.2.1	GO:0005829
Solyc01g008230.2.1	GO:0008150
Solyc01g008240.2.1	GO:0003824
Solyc01g008250.2.1	GO:0030234
Solyc01g008260.2.1	GO:0005737
Solyc01g008270.2.1	GO:0019538
Solyc01g008280.2.1	GO:0030234
Solyc01g008290.2.1	GO:0003723
Solyc01g008300.1.1	GO:0016740
Solyc01g008310.2.1	GO:0008152
Solyc01g008320.2.1	GO:0016020
